codprod,codmarca,codepto,codsec
14935,95,1,10041
15010,91,10010,10028
14086,39,10002,10031
14978,39,10002,10031
14979,39,10002,10031
14980,39,10002,10033
14981,39,10002,10033
14990,39,10002,10035
14991,39,10002,10035
14992,39,10002,10035
14848,39,10002,10031
14009,66,10002,10032
14010,66,10002,10032
14011,66,10002,10032
14012,66,10002,10032
14013,66,10002,10032
14014,66,10002,10032
14781,93,1,10040
15018,39,10002,10018
15019,39,10002,10018
14082,68,10002,10031
14993,39,10002,10035
14994,39,10002,10035
14995,39,10002,10035
14393,26,1,10041
14394,85,1,10040
14395,39,10002,10033
14556,18,10011,10047
14975,88,1,10040
14015,66,10002,10032
14016,66,10002,10032
14017,66,10002,10032
14018,66,10002,10032
14019,66,10002,10032
14020,66,10002,10032
13940,28,2,10045
14787,93,1,10041
14929,39,10002,10018
14996,39,10002,10035
14814,null,1,10040
14815,null,1,10040
14044,35,10006,10013
14152,14,2,10043
14153,60,2,10043
14098,70,10012,10049
14099,70,10012,10049
14100,70,10012,10049
14101,70,10012,10049
14102,70,10012,10049
14103,70,10012,10049
14997,39,10002,10035
14293,25,1,10041
14296,39,10002,10018
14297,39,10002,10018
14813,null,1,10040
