DATA,CODCLI,CODATV1,ESTENT,CODPROD,CODEPTO,CODSEC,CODMARCA,CODUSUR,QT,PVENDA,VLCUSTOFIN
24/04/2017,20219,101,PI,912811,1,10040,1,193,4,300,222.253328
24/04/2017,34589,131,AL,97782,1,10042,3,141,2,300,241.58
24/04/2017,13914,101,PI,912822,1,10040,1,75,2,300,214.044883
24/04/2017,32989,211,CE,913619,1,10040,3,13,2,300,232.5
24/04/2017,2694,101,PE,912816,1,10040,1,7,2,300,208.495874
25/04/2017,44127,131,PE,912840,1,10040,1,197,2,300,183.24
25/04/2017,44127,131,PE,912840,1,10040,1,197,2,300,183.24
25/04/2017,2035,203,PE,912827,1,10040,1,7,2,300,257.901406
25/04/2017,33454,131,SE,913090,1,10040,1,158,4,300,234.58
26/04/2017,14441,131,CE,913658,1,10040,3,176,4,300,197.521563
27/04/2017,20719,101,PE,912816,1,10040,1,131,4,300,208.51
27/04/2017,44237,131,MA,912811,1,10040,1,179,1,300,217.174704
28/04/2017,44287,131,PE,912693,1,10040,1,178,4,300,181.223635
28/04/2017,5069,101,PE,912811,1,10040,1,6,2,300,217.408899
28/04/2017,44287,131,PE,912693,1,10040,1,178,4,300,181.223635
29/04/2017,31010,131,RN,913658,1,10040,3,164,2,300,192.565
29/04/2017,44316,131,PE,912811,1,10040,1,178,2,300,232.2
29/04/2017,21541,131,PE,912811,1,10040,1,178,4,300,232.2
29/04/2017,21151,101,PE,912835,1,10040,1,178,2,300,217.466023
29/04/2017,44329,131,PE,912835,1,10040,1,178,2,300,217.466023
29/04/2017,28015,203,CE,912849,1,10040,1,34,2,300,218.822933
29/04/2017,6043,211,CE,912827,1,10040,1,13,4,300,259.50908
29/04/2017,23402,131,PE,912835,1,10040,1,131,4,300,216.1525
29/04/2017,29982,211,CE,913619,1,10040,3,13,7,300,230.225663
29/04/2017,44316,131,PE,912811,1,10040,1,178,2,300,232.2
29/04/2017,21541,131,PE,912811,1,10040,1,178,4,300,232.2
2/05/2017,20771,131,PE,912822,1,10040,1,178,2,300,213.419808
2/05/2017,43015,131,PE,912811,1,10040,1,178,2,300,234.75
2/05/2017,26666,131,PE,912816,1,10040,1,9,4,300,208.507646
2/05/2017,20771,131,PE,912822,1,10040,1,178,2,300,213.419808
2/05/2017,43015,131,PE,912811,1,10040,1,178,2,300,234.75
2/05/2017,44349,131,RN,913770,1,10040,1,164,2,300,221.43
3/05/2017,32159,201,RN,912811,1,10040,1,127,2,300,226.68
3/05/2017,41495,101,AL,912816,1,10040,1,140,5,300,198.16
4/05/2017,5429,101,PB,912462,1,10040,1,25,300,130.11,130.11
4/05/2017,300,101,PE,12095,2,10043,1,7,2,1350,1013.115
4/05/2017,20291,210,PI,912811,1,10040,1,175,1,300,224.692982
4/05/2017,44504,131,AL,912816,1,10040,1,268,1,300,198.16
4/05/2017,8690,201,PI,912811,1,10040,1,75,4,300,218.9
5/05/2017,44545,131,MA,912822,1,10040,1,179,1,300,211.64
8/05/2017,44633,131,RN,912835,1,10040,1,164,2,300,215.47
8/05/2017,32621,131,RN,912816,1,10040,1,127,4,300,214.2
10/05/2017,32967,131,PE,912835,1,10040,1,178,2,300,217.6
10/05/2017,44748,131,PE,912816,1,10040,1,178,4,300,216.805
10/05/2017,32967,131,PE,912835,1,10040,1,178,2,300,217.6
10/05/2017,25990,131,PE,912631,1,10040,1,178,1,300,155.5
10/05/2017,44748,131,PE,912816,1,10040,1,178,4,300,216.805
10/05/2017,25990,131,PE,912631,1,10040,1,178,1,300,155.5
12/05/2017,24296,131,PE,912822,1,10040,1,178,2,300,212.579952
12/05/2017,24296,131,PE,912822,1,10040,1,178,2,300,212.579952
13/05/2017,23696,131,MA,913728,1,10040,3,179,2,300,201.32
13/05/2017,42792,131,MA,914092,1,10040,3,179,4,300,192.174
16/05/2017,45032,131,RN,913770,1,10040,1,164,1,300,211.04375
17/05/2017,45094,131,CE,912816,1,10040,1,176,2,300,216.749319
17/05/2017,28827,101,RN,912835,1,10040,1,164,2,300,223.3625
17/05/2017,9514,101,PI,912811,1,10040,1,143,4,300,218.900009
17/05/2017,33594,101,RN,912816,1,10040,1,127,4,300,216.75
18/05/2017,20172,201,PI,912811,1,10040,1,175,2,300,225.121916
18/05/2017,44245,131,PI,13864,1,10040,59,193,2,300,185.630414
19/05/2017,45196,131,PE,13862,1,10041,59,189,1,300,221.18
19/05/2017,37767,101,CE,912818,1,10040,1,132,2,300,198.421121
22/05/2017,11607,131,PE,913770,1,10040,1,9,4,300,200.826
23/05/2017,11897,131,CE,912811,1,10040,1,176,2,300,218.900005
24/05/2017,45419,131,MA,11975,1,10040,2,179,2,300,236.29
24/05/2017,8143,202,PE,13849,1,10040,59,36,1,300,203.670267
25/05/2017,45470,131,RN,912811,1,10040,1,164,3,300,218.278925
26/05/2017,45497,131,PE,913658,1,10040,3,178,2,300,215.17125
26/05/2017,43231,131,MA,914092,1,10040,3,179,2,300,183.7788
26/05/2017,21943,202,CE,912822,1,10040,1,201,4,300,210.741176
26/05/2017,45497,131,PE,913658,1,10040,3,178,2,300,215.17125
27/05/2017,45599,131,MA,11975,1,10040,2,179,4,300,236.29
27/05/2017,4979,101,AL,912822,1,10040,1,31,4,300,210.800714
27/05/2017,33205,103,RN,913088,1,10040,1,127,2,300,212.739638
29/05/2017,33272,131,AL,912818,1,10040,1,268,2,300,210.235
30/05/2017,42269,131,AL,12949,10002,10032,39,268,1,300,106.47
30/05/2017,26114,201,PE,13364,10002,10034,90,178,1,300,215.55
1/06/2017,45787,131,PE,913619,1,10040,3,189,2,300,226.63
1/06/2017,45787,131,PE,913619,1,10040,3,189,2,300,226.63
1/06/2017,4616,131,PE,913090,1,10040,1,189,2,300,227.49
1/06/2017,4616,131,PE,913090,1,10040,1,189,2,300,227.49
1/06/2017,45760,131,CE,912811,1,10040,1,132,2,300,218.51
2/06/2017,41319,131,RN,912811,1,10040,1,164,2,300,218.278925
3/06/2017,28344,131,RN,913090,1,10040,1,164,1,300,228.28
5/06/2017,45968,131,PE,912818,1,10040,1,189,2,300,208.7875
5/06/2017,45968,131,PE,912818,1,10040,1,189,2,300,208.7875
5/06/2017,45936,131,AL,912693,1,10040,1,31,2,300,185.29852
5/06/2017,24219,202,PI,913619,1,10040,3,28,1,300,238.509877
6/06/2017,7217,203,PI,7768,1,10040,3,25,10,300,325.36
7/06/2017,9241,202,PI,913619,1,10040,3,28,2,300,238.509877
7/06/2017,16901,101,PE,912822,1,10040,1,9,2,300,213.086
7/06/2017,23560,103,AL,912816,1,10040,1,31,1,300,211.732879
9/06/2017,24296,131,PE,912822,1,10040,1,178,2,300,212.317497
9/06/2017,1275,201,PE,13856,1,10040,59,4,10,300,199.88
9/06/2017,46152,131,MA,914092,1,10040,3,179,2,300,182.579486
9/06/2017,20155,101,PI,912816,1,10040,1,193,1,300,220.089783
10/06/2017,29228,131,PE,912631,1,10040,1,178,1,300,177.266667
10/06/2017,29228,131,PE,912631,1,10040,1,178,1,300,177.266667
12/06/2017,46289,101,PE,912816,1,10040,1,147,1,300,209.56
12/06/2017,22970,101,PI,912822,1,10040,1,75,1,300,209.82657
12/06/2017,5429,101,PB,912462,1,10040,1,25,300,125.64,125.636839
13/06/2017,38160,202,SP,912849,1,10040,1,169,1,300,236.67
13/06/2017,46334,131,PI,912693,1,10040,1,175,1,300,187.320245
14/06/2017,46399,131,RN,912816,1,10040,1,127,4,300,214.2
15/06/2017,2154,201,PE,912822,1,10040,1,189,2,300,200.4225
15/06/2017,26114,201,PE,13364,10002,10034,90,178,1,300,211
17/06/2017,46556,131,BA,14195,1,10040,13,188,4,300,205.089137
19/06/2017,37356,131,PE,912482,1,10040,1,178,2,300,181.619823
19/06/2017,24097,131,CE,912811,1,10040,1,132,1,300,218.51
19/06/2017,37356,131,PE,912482,1,10040,1,178,2,300,181.619823
19/06/2017,46651,131,RN,912810,1,10040,1,127,2,300,190.86
20/06/2017,6474,203,PB,912462,1,10040,1,11,300,144,126.860839
20/06/2017,30813,103,PB,912811,1,10040,1,148,1,300,213.34
20/06/2017,46725,131,CE,912818,1,10040,1,176,2,300,203.601156
21/06/2017,35270,131,PE,912811,1,10040,1,178,2,300,219.019918
21/06/2017,7047,101,PE,12895,1,10040,27,36,1,300,169.75
21/06/2017,35270,131,PE,912811,1,10040,1,178,2,300,219.019918
21/06/2017,46765,131,RN,912811,1,10040,1,127,4,300,216.35
23/06/2017,46833,131,PE,912631,1,10040,1,178,2,300,179.816667
23/06/2017,21949,131,PE,912631,1,10040,1,178,1,300,177.266667
23/06/2017,46896,131,PE,912840,1,10040,1,178,4,300,190.65475
23/06/2017,46896,131,PE,912840,1,10040,1,178,4,300,190.65475
23/06/2017,46833,131,PE,912631,1,10040,1,178,2,300,179.816667
23/06/2017,21949,131,PE,912631,1,10040,1,178,1,300,177.266667
26/06/2017,47015,131,PE,912631,1,10040,1,178,2,300,181.62
26/06/2017,47015,131,PE,912631,1,10040,1,178,2,300,181.62
26/06/2017,30060,131,PI,912811,1,10040,1,143,2,300,215.518248
26/06/2017,47022,131,MA,912811,1,10040,1,95,2,300,208.34691
27/06/2017,47068,131,SE,912811,1,10040,1,158,2,300,217.717656
27/06/2017,1275,201,PE,13856,1,10040,59,4,8,300,199.88
28/06/2017,1414,203,PB,13862,1,10041,59,109,12,300,255.63
28/06/2017,3977,202,PE,13013,1,10040,44,166,2,300,223.039286
28/06/2017,46488,202,PI,912811,1,10040,1,175,2,300,220.965958
29/06/2017,32283,131,RN,912835,1,10040,1,164,2,300,216.265413
30/06/2017,41645,131,PE,13843,10002,10036,39,178,1,300,158.717845
30/06/2017,41645,131,PE,13843,10002,10036,39,178,1,300,158.717845
1/07/2017,21956,101,PE,13364,10002,10034,90,178,1,300,210.666667
1/07/2017,47307,131,PE,912816,1,10040,1,178,4,300,214.2
